 enable_debug_mode 
-------------------
                 0
(1 row)

Timing is on.
 c_custkey |       c_name       |    revenue    |   c_acctbal   |     n_name     |                c_address                 |     c_phone     |                                                      c_comment                                                       
       721 | Customer#000000721 | 0.000000      | 0.000000      | VIETNAM        | N6hr4gV9EkPBuE3Ayu                       | 31-174-552-2949 | ar instructions. packages haggle stealthily ironic deposits. even platelets detect quickly. even sheaves along
       722 | Customer#000000722 | 0.000000      | 0.000000      | SAUDI ARABIA   | aymiuXFyrALTRIzfbLDvtaj37ydq             | 30-633-109-9587 | leep sometimes express accounts. regular theodolites wake quickly ab
       727 | Customer#000000727 | 0.000000      | 0.000000      | CHINA          | wLIX8hKnk0qjUAAGqm                       | 28-815-316-3525 |  requests-- quickly regular pinto beans need to detect 
       730 | Customer#000000730 | 0.000000      | 0.000000      | BRAZIL         | ORP6ofUwyD1                              | 12-513-973-2702 | foxes would cajole furiously slyly special forges; slyly regular pinto beans inste
       734 | Customer#000000734 | 0.000000      | 0.000000      | CHINA          | xULRxhbfzPT5nBh                          | 28-880-175-5173 | tions against the ideas haggle furiously quickly regular forges. carefully final requests solve even,
       736 | Customer#000000736 | 0.000000      | 1.000000      | ARGENTINA      | zQNs5e2aFcVY8MigFQEBtoCaQ9e              | 11-617-726-2039 |  the deposits. blithely regular asymptotes boost q
       746 | Customer#000000746 | 0.000000      | 0.000000      | SAUDI ARABIA   | JOKj8N2QKUm8Gi,F4qX0fLVy                 | 30-154-354-9928 |  final theodolites. final pinto beans haggle-- furiously 
       749 | Customer#000000749 | 0.000000      | 0.000000      | UNITED STATES  | U1Dvu0r793a                              | 34-158-697-9591 | accounts was. final, final requests wake. theodolites was slyly. blithely even foxes wake carefully ac
       751 | Customer#000000751 | 0.000000      | 0.000000      | ALGERIA        | e OSrreG6sx7l1t3wAg8u11DWk D 9           | 10-658-550-2257 | ges sleep furiously bold deposits. furiously regular requests cajole slyly. unusual accounts nag unusual ide
       770 | Customer#000000770 | 0.000000      | 0.000000      | INDIA          | IjwJR6TjBJZbKIeouH2d                     | 18-856-112-5677 | dolites haggle express, express requests. furiou
       787 | Customer#000000787 | 0.000000      | 0.000000      | IRAN           | wwPe2vMZZ1n1Mm2z0qzDfS43FPj2Ndn          | 20-210-617-3870 | e. ironic theodolites serve regular foxes. pending requests haggle slyly busy instruct
       788 | Customer#000000788 | 0.000000      | 0.000000      | MOZAMBIQUE     | LbFHoDpNUSu3AyDS7KLgjoQBJV               | 26-388-689-9272 | . unusual packages against the 
       790 | Customer#000000790 | 0.000000      | 0.000000      | ALGERIA        | CR bzmYYVP                               | 10-368-832-9671 | riously final requests haggle to the blithely special requests. blithely pending gifts after the carefully silent id
       791 | Customer#000000791 | 0.000000      | 0.000000      | JORDAN         | 3ZWQ5xexnnLDEmxpmbg                      | 23-575-775-4059 | posits cajole carefully along the slyly final packages
       794 | Customer#000000794 | 0.000000      | 0.000000      | UNITED KINGDOM | RMY8 LyGnJ67NGc5cxPYiIDSF                | 33-633-470-5945 | gular patterns cajole slyly blithely final ideas? furiously unusual courts wake among 
       805 | Customer#000000805 | 0.000000      | 0.000000      | IRAN           | wCKx5zcHvwpSffyc9qfi9dvqcm9LT,cLAG       | 20-732-989-5653 | busy sentiments. pending packages haggle among the express requests-- slyly regular excuses above the slyl
       808 | Customer#000000808 | 0.000000      | 0.000000      | ROMANIA        | S2WkSKCGtnbhcFOp6MWcuB3rzFlFemVNrg       | 29-531-319-7726 |  unusual deposits. furiously even packages against the furiously even ac
       811 | Customer#000000811 | 0.000000      | 0.000000      | MOROCCO        | Rau3ADOLCNXM42D6fjQTFuueQce2BHw9r        | 25-575-731-2159 | kly pending foxes dazzle fluffily after the furiously bold packages. fluffy
       814 | Customer#000000814 | 0.000000      | 0.000000      | MOROCCO        | KmMC1nd5iOXTRlhzMu13Wtx                  | 25-342-269-3824 | yly at the blithely regular excuses. carefully thin pinto beans boost slyly furiously regu
       817 | Customer#000000817 | 0.000000      | 0.000000      | ALGERIA        | jDJt0Wfk0,Wcx5HOI5itS XqUJmMpjzJ         | 10-566-341-4382 | y against the carefully special patterns. unusual accounts sleep quickly final instructions. 
       818 | Customer#000000818 | 0.000000      | 0.000000      | SAUDI ARABIA   | CvQvKClYoh9lPjMngrjbCoxqqnp2QFiTe8eF     | 30-943-141-5174 | yly. blithely final platelets haggle regular, regular ideas: furiously r
       826 | Customer#000000826 | 0.000000      | 0.000000      | JORDAN         | f5Y UZoE nR                              | 23-762-328-7631 | usly final dinos. final depths wake slyly across the final, bold requests. bl
       830 | Customer#000000830 | 0.000000      | 0.000000      | UNITED KINGDOM | 4fNmWCmfys1jUI                           | 33-408-548-6806 | ironic packages integrate alo
       832 | Customer#000000832 | 0.000000      | 0.000000      | ROMANIA        | eNIy9PatAWlh0                            | 29-264-864-8387 | the special ideas. finally ironic accounts doubt. slyly regular ideas
       835 | Customer#000000835 | 0.000000      | 0.000000      | VIETNAM        | Sjqs42jh111                              | 31-700-242-6347 | gside of the furiously final packages wake quiet, permanent accounts. unusual packages into the unusual, ironic req
       836 | Customer#000000836 | 0.000000      | 0.000000      | JAPAN          | rayz3tXswDbL4hyIr5SMrEIOTqvmok48e        | 22-181-313-6281 | press deposits-- fluffily express accounts cajole carefully according to the daringly even deposits-- furi
       842 | Customer#000000842 | 0.000000      | 0.000000      | ALGERIA        | stRBRwdFCkdN                             | 10-272-126-1413 |  silent pinto beans. bold, pending platelets sleep furiously express theodolites. fluffily express reque
       854 | Customer#000000854 | 0.000000      | 0.000000      | ALGERIA        | flSR,SlEXwxrDcm3uedfK1Oiq,c9mZI          | 10-544-967-2382 | t slyly after the furiously even escapades. carefully regular pa
       862 | Customer#000000862 | 0.000000      | 0.000000      | BRAZIL         | zkaZ,iOp8t9MBK9T,JIPGL5hmBmK,xjkjHEP     | 12-479-479-6941 | yly regular foxes sleep. quickly ironic foxes use furiously express deposits! carefully regular
       863 | Customer#000000863 | 0.000000      | 31921.000000  | CANADA         |  oaBBxuQLKPawG1yqOc7cyVhOezCy            | 13-801-392-5922 | d accounts detect. bold pinto beans against the slyly ironic
       869 | Customer#000000869 | 0.000000      | 0.000000      | BRAZIL         | PDGU7BXDNXAo0vmo7QtDm,yCMVcD             | 12-379-344-7132 | . final packages wake slyly? blithely even deposits haggle carefully regular packages. unusual requests
       889 | Customer#000000889 | 0.000000      | 63336.000000  | JORDAN         | pLvfd7drswfAcH8oh2seEct                  | 23-625-369-6714 | inal ideas. slowly pending frays are. fluff
       890 | Customer#000000890 | 0.000000      | 1.000000      | EGYPT          | rvsLCrRX9z,IPaaF9kqwvLLxueobbPiH4pz      | 14-938-708-4678 | ironic accounts cajole ruthlessly above the carefully pending accounts. quickly regular theodolites cajole. iro
       895 | Customer#000000895 | 0.000000      | 1.000000      | ALGERIA        | MDaJr8ekGTS79bS7CH8f1WgWPU               | 10-933-819-2037 | ggle final packages. slyly regular instructions affix fur
       901 | Customer#000000901 | 0.000000      | 0.000000      | JAPAN          | QUyXt94YM6Ou6rDqK                        | 22-202-667-4372 |  foxes maintain. theodolites sleep above the regular deposits. slyly bold excuses boost careful
       907 | Customer#000000907 | 0.000000      | 0.000000      | IRAN           | UeVLwnnpccsG1pbQmN7pzD                   | 20-501-816-7673 | sits haggle quickly above the excuses. slyly ironic packages print furiously. carefully pending reques
       919 | Customer#000000919 | 0.000000      | 33173.000000  | INDONESIA      | cHGtsqVvXRiK                             | 19-537-180-2200 | lar instructions. blithely final deposits haggle furiously bold pinto bean
       922 | Customer#000000922 | 0.000000      | 0.000000      | GERMANY        | Az9RFaut7NkPnc5zSD2PwHgVwr4jRzq          | 17-945-916-9648 | luffily fluffy deposits. packages c
       923 | Customer#000000923 | 0.000000      | 0.000000      | IRAQ           | ckBLWkfYtn2VZXWWqUGbDgbP                 | 21-476-142-5086 | s. furiously express depths boost. regular requests boost furiously. even, unusual deposits cajole blithely. expre
       925 | Customer#000000925 | 0.000000      | 0.000000      | IRAN           | jn Razhw70hWtHN4iRBWsf1UmrFUPn36Ni562ex  | 20-753-609-6699 | ironic accounts cajole carefully. even, expre
       935 | Customer#000000935 | 0.000000      | 0.000000      | ALGERIA        | XkVT4jvetY4JV76IAkd91sSp9CqsICE          | 10-724-445-8323 |  furiously pending ideas. daringly 
       947 | Customer#000000947 | 0.000000      | 0.000000      | RUSSIA         | JnzDRxqCwjRPyeq70wrxzKWLXI               | 32-838-393-6825 |  blithely final instructions grow furiously ironic requests. furiously special theodolites sleep after 
       955 | Customer#000000955 | 0.000000      | 1.000000      | ALGERIA        | FIis0dJhR5DwVCLy                         | 10-918-863-8880 | ts cajole quickly according to the pending, unusual dolphins. special, ironic c
       970 | Customer#000000970 | 0.000000      | 0.000000      | KENYA          | DXEgz7JHSFW401                           | 24-266-486-1615 | ronic requests sleep slyly at the slyl
       977 | Customer#000000977 | 0.000000      | 0.000000      | BRAZIL         | JcKxPwHPM7akg5IiCs,ZVAfO73KE3            | 12-602-807-5055 | lly against the busily unusual requests! busily even requests haggle blit
       980 | Customer#000000980 | 0.000000      | 0.000000      | ARGENTINA      | UsrigSqZBnmbXhXNR6ibloq60qHBUj42kwX      | 11-572-281-8212 | st have to integrate above the regularly regular accounts. regular, final waters breach blithely 
       985 | Customer#000000985 | 0.000000      | 0.000000      | UNITED KINGDOM | 0uAMe1ICB,wts4STD4eLL                    | 33-408-194-5161 | gular deposits among the thin instructions haggle since the furiously final packages. ideas use. regular i
       986 | Customer#000000986 | 0.000000      | 0.000000      | ARGENTINA      | Cei2QidV0GC3OQWfJTNHLYPd                 | 11-537-225-3800 | cies impress blithely furiously final package
       988 | Customer#000000988 | 0.000000      | 0.000000      | CANADA         | 3BNYKEUyMbzfb40SEr 8OTb                  | 13-862-722-3298 | he courts. carefully silent courts impress. carefully close ideas run slyly pinto beans. even, ironic accounts are a
       998 | Customer#000000998 | 0.000000      | 0.000000      | PERU           | fHRMFCGphazw9KvR1,EmNOUBG                | 27-951-935-6514 | ular courts nag quickly unusual, sly pinto beans. special foxes thrash blithely up the foxes. 
      1000 | Customer#000001000 | 0.000000      | 0.000000      | RUSSIA         | hzM1shTwWlLuk                            | 32-730-275-2976 |  closely against the slyly special deposits. regular, ironic p
      1006 | Customer#000001006 | 0.000000      | 31252.000000  | JAPAN          | Q46palcsa4KwAMhPS                        | 22-364-780-5932 | equests. regular pinto beans sleep furiously express, ironic accounts. special,
      1009 | Customer#000001009 | 0.000000      | 0.000000      | JAPAN          | cWONXs2Vx30bkgYoCkx7LrJH,E               | 22-132-906-1117 | ng to the stealthy, final courts cajole carefully alongside of the gifts? regular ideas above the furiously express 
      1012 | Customer#000001012 | 0.000000      | 0.000000      | EGYPT          | 5Zsp rqM6oCmgqqFe                        | 14-535-551-6255 | s above the carefully express r
      1018 | Customer#000001018 | 0.000000      | 0.000000      | CHINA          | yldxLZOgQwzrXh3t4yktykZZV8v,vK2c6pVr     | 28-450-764-4871 | e quickly around the quick, regular pinto beans. regular, regul
      1019 | Customer#000001019 | 0.000000      | 0.000000      | VIETNAM        | VMFs38VlBt01g30PzPyliiAoGHazC4HG74JJ     | 31-502-683-3413 | quickly special ideas about the courts use of the pending instructions. furiously final accounts c
      1021 | Customer#000001021 | 0.000000      | 0.000000      | FRANCE         | m h2wQbujQnQOrcf109reW0 o                | 16-469-554-5196 | courts could hang quickly express epitaphs. foxes haggle above the carefully unusual requ
      1037 | Customer#000001037 | 0.000000      | 0.000000      | UNITED KINGDOM | dwgDZPKR5ZuU3HO2sDOS7Ym0oeC8c6Xm         | 33-855-960-2989 | lly final pinto beans. pending instructions boost careful
      1052 | Customer#000001052 | 0.000000      | 0.000000      | JORDAN         | OcXtKS,1Hvf2D0 rPvhw4qXViYOudQ3          | 23-496-475-9040 | s accounts haggle against the furiously final asymptotes. ironically regular accounts boost. furiously fina
      1073 | Customer#000001073 | 0.000000      | 0.000000      | IRAN           | KEyFI2gYMZrSVbMMMIf                      | 20-774-197-6595 | fter the blithely regular pinto beans. express asymptotes sleep special pa
      1090 | Customer#000001090 | 0.000000      | 1.000000      | MOROCCO        | P2JDHFVxjU                               | 25-711-934-6343 | ffily even packages wake quickly 
      1093 | Customer#000001093 | 0.000000      | 0.000000      | UNITED STATES  | LO,9qCPIjSXriBqQsAOXLrQKedQ8UO6gb        | 34-931-911-6156 | p furiously carefully bold packages. regular escapades breach. blithely unusual ideas integrate across t
      1094 | Customer#000001094 | 0.000000      | 119779.000000 | BRAZIL         | OFz0eedTmPmXk2 3XM9v9Mcp13NVC0PK         | 12-234-721-9871 | tes serve blithely quickly pending foxes. express, quick accounts
      1097 | Customer#000001097 | 0.000000      | 0.000000      | FRANCE         | a wMc0lQutcHs6cRomoMCGjvM0MwEk4uyrxKI3   | 16-604-758-5574 | p carefully. carefully special excuses haggle carefully about th
      1103 | Customer#000001103 | 0.000000      | 0.000000      | MOZAMBIQUE     | kbYrf d uR                               | 26-307-423-8860 | n accounts cajole across the even pinto beans. quickly express pat
      1105 | Customer#000001105 | 0.000000      | 0.000000      | RUSSIA         | cZhhOUzv6,Vbaa2bFT                       | 32-885-298-6750 | y final packages. furiously ironic packages was. fluffily ironic instructions integrate
      1111 | Customer#000001111 | 0.000000      | 0.000000      | FRANCE         | gavpg6eW5lEML                            | 16-824-312-3537 | s are slyly quiet requests. darin
      1114 | Customer#000001114 | 0.000000      | 7072.000000   | KENYA          | f7 he8eByBFy6z7vcOajC1gaUKqmRN           | 24-630-988-3843 | ularly ironic platelets. pinto beans along the slyly express packages wake unusual packa
      1115 | Customer#000001115 | 0.000000      | 0.000000      | ETHIOPIA       | Elvb2a3FinAzxw                           | 15-356-145-6356 | ending instructions thrash blithel
      1118 | Customer#000001118 | 0.000000      | 0.000000      | IRAQ           | QHg,DNvEVXaYoCdrywazjAJ                  | 21-583-715-8627 | y regular requests above the blithely ironic accounts use slyly bold packages: regular pinto beans eat carefully spe
      1123 | Customer#000001123 | 0.000000      | 0.000000      | MOZAMBIQUE     | pO80QGjK7S0Kmoh46dViD K4OSEVDyiJ53CN     | 26-983-192-5480 | s carefully ironic packages. accounts boost boldly fluffily even gifts. slyly final fo
      1132 | Customer#000001132 | 0.000000      | 0.000000      | RUSSIA         | 6dcMOh60XVGcGYyEP                        | 32-953-419-6880 | ges. final, special requests nag carefully carefully bold deposits. ironic requests boost slyly through th
      1135 | Customer#000001135 | 0.000000      | 0.000000      | IRAQ           | cONv9cxslXOefPzhUQbGnMeRNKL1x,m2zlVOj    | 21-517-852-3282 | regular frays about the bold, regular requests use quickly even pin
      1138 | Customer#000001138 | 0.000000      | 0.000000      | RUSSIA         | 8 9P,dIGWnrrDiVs0S                       | 32-236-817-2959 |  instructions cajole thinly ironic requests. regular packages affix. ironic, final pinto beans ac
      1141 | Customer#000001141 | 0.000000      | 0.000000      | RUSSIA         | A6uzuXpgRPp19ek8K8zd5O                   | 32-330-618-9020 |  accounts. furiously pending deposits cajole. c
      1147 | Customer#000001147 | 0.000000      | 0.000000      | MOROCCO        | AVjlczwVwL CT jO3sgWn                    | 25-754-809-7107 | eposits. quickly express accounts are idly. slyly final platelets wak
      1148 | Customer#000001148 | 0.000000      | 37215.000000  | ROMANIA        | 7PslyqtS1K2Pabjht 4qgaZ1BbSNFfz6QiK4K    | 29-393-445-2761 | c, even deposits. accounts do use. regular accounts haggle blithely special, express courts. blithely
      1154 | Customer#000001154 | 0.000000      | 0.000000      | ROMANIA        | 7RqtNwcSPbaUKaC                          | 29-797-132-6916 | thely. furiously regular accounts above the ironic platelets wake slyly blithely bold pint
      1157 | Customer#000001157 | 0.000000      | 0.000000      | SAUDI ARABIA   | 3rchTZwilGpffMz1MfpnkFfWBtOIdgmvvS1E7sJj | 30-741-794-9826 | equests. deposits cajole quickly slyly spe
      1163 | Customer#000001163 | 0.000000      | 0.000000      | BRAZIL         | 54fBdElRYOjEH8S                          | 12-204-803-1483 | inments. carefully regular instructions haggle carefully slow packages. slyly even packages kindle blithely special
      1165 | Customer#000001165 | 0.000000      | 0.000000      | INDONESIA      | h7KTXGSqsn0                              | 19-766-409-6769 | jole slyly beside the quickly final accounts. silent, even requests are stealthily ironic, re
      1169 | Customer#000001169 | 0.000000      | 43694.000000  | EGYPT          | 04YQNIYyRRFxUnJsTP36da                   | 14-975-169-9356 | into beans doubt about the slyly ironic multipliers. carefully regular requests breach theodolites. special packages
      1174 | Customer#000001174 | 0.000000      | 0.000000      | EGYPT          |  b9zecNS,J97qi7Qk5                       | 14-131-930-7154 |  ironic packages. furiously regular excuses sleep about the fluffily unusual pinto beans? regular foxes kind
      1177 | Customer#000001177 | 0.000000      | 1.000000      | KENYA          | hZPNQ8a9QRM ,SYdTdoW9hw                  | 24-200-701-8606 | ng the quickly bold theodolites cajole carefully around the deposits. furi
      1178 | Customer#000001178 | 0.000000      | 29291.000000  | INDONESIA      | W,03Nl2iWQ94xYyCo3R8CTMNFhu              | 19-717-739-3103 |  even requests cajole furiously after the quickly ironic accounts. even re
      1180 | Customer#000001180 | 0.000000      | 0.000000      | JORDAN         | jI4QtviiCs0,LOgUPH4aONMnoNt              | 23-188-767-6645 | uests poach carefully carefully final deposits: ironic, regular deposits are slyly busy excuses. regular
      1183 | Customer#000001183 | 0.000000      | 0.000000      | ARGENTINA      | qdIqRUfpmvtWo0NGsyi4qyjkwzlImP9,NrSC     | 11-968-244-9275 | arefully regular dependencies. quick
      1195 | Customer#000001195 | 0.000000      | 0.000000      | EGYPT          | 71mmXvaWKf                               | 14-355-801-7486 | l, regular gifts should have to x-ray blithely fluffily ironic
      1198 | Customer#000001198 | 0.000000      | 0.000000      | CHINA          | r0liwpMwaIBQ9 zQjojGylXkJuKUL            | 28-278-515-1034 | intain fluffily ironic instructions. regular requests nag fluffily carefully unu
      1207 | Customer#000001207 | 0.000000      | 0.000000      | CANADA         | tDZe2FlIxGjrf9x,n6N1tu0DbWyUkSSu         | 13-572-474-7362 | uriously by the slyly regular packages. fluffily final deposits across the quickly express epitaphs us
      1213 | Customer#000001213 | 0.000000      | 0.000000      | GERMANY        | 4ATLYSTcqLfgAJLxL7U                      | 17-548-151-7684 | ong the deposits. quickly express deposit
      1216 | Customer#000001216 | 0.000000      | 0.000000      | CANADA         | CSf1BbFhJhucmvftOwYLQACMEqgXj            | 13-673-633-4561 | eposits. slyly ironic dependencies haggle quickly. slyly close orbits above
      1217 | Customer#000001217 | 0.000000      | 0.000000      | JAPAN          | ddk4YC7lmTM,Z3LbX                        | 22-191-580-2887 | ar instructions. furiously pending 
      1220 | Customer#000001220 | 0.000000      | 0.000000      | CHINA          | tbyect2HMX47TzsKy5 ho5                   | 28-379-869-1009 | sual multipliers. furiously unusual theodolites are. 
      1222 | Customer#000001222 | 0.000000      | 0.000000      | IRAQ           | hn6SzlP4Dq8F89iOXH0tjIgsz0uBCiBM         | 21-709-519-4959 | riously special theodolites nag slyly. slyly special ideas sublate quickly across the slyly un
      1229 | Customer#000001229 | 0.000000      | 0.000000      | INDONESIA      | csvrfGKxtX                               | 19-313-452-6076 |  instructions sleep. carefully regular accounts use furiously. ironic, even foxes wake: busily even deposits caj
      1231 | Customer#000001231 | 0.000000      | 0.000000      | INDONESIA      | qJWtxdKmKWcR5XgMDn                       | 19-316-348-3289 | uickly regular foxes are after t
      1238 | Customer#000001238 | 0.000000      | 0.000000      | FRANCE         | HGCJI27,RIIQcS20,DcJbMQuUmN3Vhzdm        | 16-302-171-7578 | ly special requests. unusual, special asymptotes according to the blithely express pinto beans wake en
      1240 | Customer#000001240 | 0.000000      | 0.000000      | EGYPT          | XbvhyAXRkuujtESRmxeD9eQpYSkiCa           | 14-650-555-5310 | ans above the slyly regular ideas cajole furiously across the regular, regular decoys. furiously final asymptotes s
      1244 | Customer#000001244 | 0.000000      | 0.000000      | ETHIOPIA       | I3DrbiKwP3dxs1jF0iDwXh                   | 15-881-433-2257 | old deposits alongside of the packages are 
      1247 | Customer#000001247 | 0.000000      | 0.000000      | ALGERIA        | q5,Og3ezW3jSUtbwK 6qLJPqPwCwdL           | 10-386-173-3167 | s against the quickly unusual ideas are blithely packages. accounts sleep quickly. regular
      1253 | Customer#000001253 | 0.000000      | 0.000000      | ARGENTINA      | 2rEfA2LR6LkUXjoMxIsv58YSHPMjlqr1YXhHSX   | 11-900-587-2067 | efully regular deposits. bravely ironi
      1261 | Customer#000001261 | 0.000000      | 0.000000      | SAUDI ARABIA   | mWs6m9QwmTOZ                             | 30-372-895-4261 | uffily final pinto beans. ironic deposits according to th
      1262 | Customer#000001262 | 0.000000      | 0.000000      | CANADA         | u39WRGDI6AKU                             | 13-444-583-3984 |  final accounts sleep slyly Tiresias. packages are furiously idle platelets. slyly silent requests are acr
      1273 | Customer#000001273 | 0.000000      | 0.000000      | JAPAN          | 6RglRQdIV9mF8Tn6ABFmSQl                  | 22-594-567-9307 | t final packages. furiously unus
      1274 | Customer#000001274 | 0.000000      | 0.000000      | UNITED STATES  | eHJnE7ytBm                               | 34-152-721-6307 | nts are enticingly above the furiously
      1277 | Customer#000001277 | 0.000000      | 0.000000      | KENYA          | 2ETOoQWtvxqp                             | 24-502-746-4128 | oss the packages. packages doze car
      1279 | Customer#000001279 | 0.000000      | 0.000000      | KENYA          | fkrzLacsqCnwUwgjjttKmY                   | 24-742-587-6985 | tes are. ideas above the carefully ironic d
      1280 | Customer#000001280 | 0.000000      | 0.000000      | MOZAMBIQUE     | 3AmBFWaqOYt7F                            | 26-725-573-7255 | eodolites sleep according to the theodolites. slyly pending dolphins among the pending, express platel
      1291 | Customer#000001291 | 0.000000      | 0.000000      | GERMANY        | dg3hkdHiI9zqk7l3242Q28OLLFy,1vZ,         | 17-693-294-2656 | , final requests-- furiously careful ideas wake busily ironic, even a
      1292 | Customer#000001292 | 0.000000      | 1.000000      | VIETNAM        | QVr2XTDOMzWcLKHtNgrLK                    | 31-966-407-1575 | haggle. special foxes sleep blithely
      1294 | Customer#000001294 | 0.000000      | 35005.000000  | UNITED KINGDOM | EZVIKislr4L0PrBP8LShL                    | 33-506-204-7796 | deas boost bravely final ideas. slyly even pearls are furiously 
      1297 | Customer#000001297 | 0.000000      | 0.000000      | VIETNAM        | 4QnYEe0KXOP3yridKldXROs7jQdMu9tE         | 31-579-682-9907 |  pinto beans! furiously regular courts ea
      1303 | Customer#000001303 | 0.000000      | 0.000000      | ETHIOPIA       | MarfB1lCCs2MZ8CWdWqCfb                   | 15-658-234-7985 | express deposits haggle slyly after the carefully unusual packages-- silently si
      1307 | Customer#000001307 | 0.000000      | 0.000000      | CANADA         | L OAVSFQauP87kLdHouM8                    | 13-970-299-8199 | ts. brave, express packages boost. even, pending instructions nag blithely regular theodolite
      1309 | Customer#000001309 | 0.000000      | 0.000000      | IRAN           | xaOhk73bjekYrVc5zZ36c,GuZUxsMHjo7WH9WVe  | 20-821-905-5952 | nusual excuses. ironic deposits are furiously ironic frays. blithely ironic platelets are evenly regular package
      1319 | Customer#000001319 | 0.000000      | 80036.000000  | INDONESIA      | c5M1KcH60UZPYsa                          | 19-573-345-3305 | se across the dependencies. express, 
      1321 | Customer#000001321 | 0.000000      | 0.000000      | IRAN           | dWd3MhPQY3                               | 20-571-787-3958 | express foxes are quickly blithely bold 
      1324 | Customer#000001324 | 0.000000      | 0.000000      | GERMANY        | 6qS1ZDpAYr9aED9Yh ggf8ACJcPi7sp          | 17-415-957-9976 | t the busy courts sleep quietly above the ideas. final accounts after the regular, ironic pl
      1327 | Customer#000001327 | 0.000000      | 0.000000      | JAPAN          | LBVMBxjllZpTQd                           | 22-920-576-6295 |  are furiously according to the multipliers. pinto beans are thinly. special deposits haggle quickly express Ti
      1330 | Customer#000001330 | 0.000000      | 28624.000000  | ARGENTINA      | MGY4P7QIy3                               | 11-353-524-1234 | to beans doze along the furiously final pinto beans. req
      1333 | Customer#000001333 | 0.000000      | 0.000000      | BRAZIL         | o9o6lky2KYgFZ2cSx5lyFQYufM1i1d           | 12-154-975-6824 | beans integrate fluffily. carefully final pinto beans wake furiously even pint
      1345 | Customer#000001345 | 0.000000      | 0.000000      | INDONESIA      | 31zcobEB,6Li4YDZbnNX                     | 19-913-651-7783 | of the express, express packages. final requests detect to the regular accou
      1346 | Customer#000001346 | 0.000000      | 1.000000      | IRAN           | cuwz2Yvj VKYEXjZzfL                      | 20-502-685-6183 | heodolites after the quickly bold deposits wake according to the regular platelets. ca
      1348 | Customer#000001348 | 0.000000      | 0.000000      | UNITED KINGDOM | CgtcDDYMnvsgI1uozRj                      | 33-360-732-3579 | s cajole furiously among the ironic deposits. carefully bold pinto beans wake carefully against the carefully
      1361 | Customer#000001361 | 0.000000      | 0.000000      | JORDAN         | OAHRbO5RS8,yFt16e7glYM4oVEZpf8BefK5DA,7  | 23-104-975-7608 |  need to promise furiously quickly bold packages. finally express pinto beans alongside of the
      1372 | Customer#000001372 | 0.000000      | 0.000000      | UNITED KINGDOM | WiWQk7DyBtI,hfP0CIZ                      | 33-563-510-6488 | l theodolites. regular ideas are around the furiously iron
      1376 | Customer#000001376 | 0.000000      | 59072.000000  | JAPAN          | VushDntQeYmYLT22vW09rlg5j06B             | 22-972-150-2900 | iously unusual ideas. ironic ideas use carefully about the foxes. slyly unusual pinto be
      1394 | Customer#000001394 | 0.000000      | 0.000000      | CANADA         | eE8wv lYYKLXB                            | 13-580-581-6470 | regular accounts cajole never above the even, final instructions. furiously regular foxes wake unusual requests. ca
      1402 | Customer#000001402 | 0.000000      | 0.000000      | FRANCE         | F7 m0JwiCABmbJLPQpCJ2                    | 16-713-144-2780 | g the carefully express dolphins: special, pending packages affix after the packa
      1403 | Customer#000001403 | 0.000000      | 0.000000      | JAPAN          | ,ql804gtMc3uxTfP,lt4yRBWQ                | 22-458-624-2509 | tes are blithely carefully bold pac
      1406 | Customer#000001406 | 0.000000      | 0.000000      | ETHIOPIA       | g1xS4snd0fzl4R,JmPHfEzRD                 | 15-767-155-6419 | uests are furiously carefully express packages. slyly permanen
      1414 | Customer#000001414 | 0.000000      | 0.000000      | SAUDI ARABIA   | 2 HBoqTD0qCyMKtcBPVHbNna                 | 30-323-797-7514 | ackages. blithely unusual accounts a
      1415 | Customer#000001415 | 0.000000      | 0.000000      | VIETNAM        | x,hzUUAZ9w7ndksLyH0,fEpMfU               | 31-295-601-1598 | heodolites. furiously pending requests are above th
      1417 | Customer#000001417 | 0.000000      | 0.000000      | ARGENTINA      | 1BDU8AvljnLmkM                           | 11-242-612-1339 | ag slyly-- furiously final accounts are ironic instruct
      1423 | Customer#000001423 | 0.000000      | 1.000000      | VIETNAM        | 9BcCj8CLsqylKxRj0,lm                     | 31-624-875-9135 | he carefully express courts. regular instructions haggle. special, express accounts believe? packages cajole slyly.
      1424 | Customer#000001424 | 0.000000      | 13863.000000  | RUSSIA         |  3QsPgbVLZ                               | 32-542-134-6212 |  instructions against the furiously express accounts doze fluffily unusual d
      1430 | Customer#000001430 | 0.000000      | 0.000000      | ALGERIA        | mv 9MEDwd8yPeQj7N                        | 10-209-317-6929 | nic deposits. bold, even accounts cajole blithely
      1435 | Customer#000001435 | 0.000000      | 0.000000      | SAUDI ARABIA   | s0fqxkVVqLWR  IaqibwwOf                  | 30-309-437-9265 | usly final orbits are? unusual, ironic accounts are slyly. unusual requests sleep after the ironic,
      1444 | Customer#000001444 | 0.000000      | 0.000000      | GERMANY        | 8WcsyfQU5svH9miWvYbSTH9                  | 17-107-228-8125 | inal platelets. quickly ironic requests do are carefully carefu
      1450 | Customer#000001450 | 0.000000      | 54559.000000  | CANADA         | z7Pl iXBEstivMNf                         | 13-443-688-6724 | ains; daringly dogged deposits across the furiously regular instructions breach furiously foxes. carefully unusual a
