 enable_debug_mode 
-------------------
                 0
(1 row)

Timing is on.
 c_custkey |       c_name       |    revenue    |  c_acctbal  |     n_name     |                c_address                 |     c_phone     |                                                      c_comment                                                       
      8780 | Customer#000008780 | 30692.000000  | 7953.979980 | KENYA          | DG1fqB4 2wBlMe1pI                        | 24-653-570-8882 | fily pending deposits haggle about the furiously even packages. ironi
      7615 | Customer#000007615 | 30657.000000  | 5568.080078 | PERU           | eaTEIBU0rgz8j9BjFD,j06TeH9ZHHRqqNlll     | 27-396-293-9056 | bold, regular instructions are 
      3710 | Customer#000003710 | 30479.000000  | 3969.560059 | INDONESIA      | fhRDWdMC3 jgC0ODfB4Bcsgn1Piou2u          | 19-306-511-6098 | y slow theodolites nag furiousl
      4829 | Customer#000004829 | 30334.000000  | 762.119995  | MOROCCO        | 1qmuoyG8ea6Xr96GhZ7o6ufOl6zBz3m          | 25-993-906-4067 | detect blithely according to the fluffily sl
      1214 | Customer#000001214 | 30239.000000  | 2935.310059 | EGYPT          | EATpN6m rGunAAkWFNSpsqy                  | 14-281-851-2904 | carefully across the carefully ironic asympto
      1060 | Customer#000001060 | 30127.000000  | 2840.590088 | INDIA          | aWJkU6JJJOvgaKPOAJJc                     | 18-290-794-6133 | ter the bold, regular ideas! deposits eat. daringly unusual theodolites sleep alongside of the regular, fina
      3535 | Customer#000003535 | 30107.000000  | 8510.290039 | PERU           | OizJY87rRbBnD91WS7882MFbdFoJ             | 27-421-664-4358 | accounts boost blithely above the ironic packages. furiously
     12458 | Customer#000012458 | 30053.000000  | 2106.889893 | RUSSIA         | iQRTsEZu7nPEgoJfK                        | 32-700-959-8345 |  packages sleep slyly special instructions. slyly fin
      2819 | Customer#000002819 | 30020.000000  | -793.840027 | JAPAN          | J3kij06phJl2Pkpt9eIDUJjuWaJXfk2CUiDBdTm  | 22-311-928-3116 | pecial foxes. final, ironic ideas wak
      3682 | Customer#000003682 | 29844.000000  | -64.919998  | RUSSIA         | zMXVBUFRI2ItQKn                          | 32-913-111-4596 |  beans breach carefully over the slyly regular requests. daringly busy packages wake quickly. enticingly final 
      4796 | Customer#000004796 | 29745.000000  | 1852.900024 | UNITED KINGDOM | 5HqxamCGCdLnAJK pYnN,w3                  | 33-744-953-4826 | sly regular platelets use according to the furiously spe
      3991 | Customer#000003991 | 29567.000000  | 3428.830078 | JORDAN         | ZPp1v82 AEVkEp7WjIOvWD904 vlz3WFh        | 23-748-602-7000 | o the enticing foxes. express theodolites boost furiously after the slyly pending requests. deposits sleep careful
      3470 | Customer#000003470 | 29552.000000  | 2266.629883 | IRAQ           | 1rug2X 6AP9MdyW2BxdmcZ6MUfMNtfhOr        | 21-841-835-1154 | nusual ideas cajole blithely across the instruc
      8813 | Customer#000008813 | 29543.000000  | 7686.319824 | JAPAN          | zATOO1J9hZ45jfa9Kk                       | 22-928-148-1507 | y regular pinto beans are quickly. carefully ironic pinto beans do wake slyly. instructions sleep carefully regu
      7363 | Customer#000007363 | 29461.000000  | -558.510010 | GERMANY        | sE8qTcASknTu5gE                          | 17-645-481-9045 |  special foxes. slyly regular accounts upon the ironic, silent dugouts sleep fluffily regular dolphins
      5023 | Customer#000005023 | 29406.000000  | 5863.830078 | FRANCE         | adxANiu3OqmU1llTDT 5ZeNlp                | 16-228-466-9088 | ickly final foxes use after the quickly final accounts. slyly express as
      9890 | Customer#000009890 | 29353.000000  | 7559.240234 | INDIA          | MAPDSqiCa1XDgjaqRHR7nK,WIFoGvBi9nV8      | 18-776-404-9118 |  silently by the boldly ironic dolphins! even deposits are. carefully final d
     14291 | Customer#000014291 | 29242.000000  | -576.450012 | JAPAN          | ShzIZT,BbHuyfJsVGzNOjOuUxQ4L             | 22-558-102-1816 | fully furiously even dependencies. quickly special accounts thrash quickly. pinto beans try to sleep 
      3004 | Customer#000003004 | 29081.000000  | 4322.419922 | JORDAN         | bP4r8H2vdZRETi7AKNrLkVEFicYe ,8m j4qkH   | 23-507-607-3025 | inal accounts. express, sly deposits according to the ruthlessly reg
     12166 | Customer#000012166 | 28974.000000  | 8059.020020 | MOROCCO        | jJEORrEVhReqh0rl3Ur g7oz                 | 25-699-150-2034 | en accounts. ironic requests sleep furiously across the
      4321 | Customer#000004321 | 28831.000000  | 7091.620117 | KENYA          | NIM nffFWVtu4h95ulJxXPc8fjkwwNVIM6       | 24-903-176-9306 | quickly against the ironic accounts. carefully ironic 
       590 | Customer#000000590 | 28743.000000  | 3993.540039 | INDIA          | 4sHhhAZWHYRxJVz0KRgjW9IlKu,55IuT         | 18-734-215-6394 | es. regular dependencies cajole furiously blithely regular ideas. regular dependencies cajole carefully a
      3037 | Customer#000003037 | 28665.000000  | 6998.640137 | SAUDI ARABIA   | KM fgn8Y2F,                              | 30-717-420-7074 | ully special, final gifts. blithely bold depos
      2962 | Customer#000002962 | 28485.000000  | 3735.709961 | INDONESIA      | W6SVcS3StQC7k                            | 19-874-208-7815 | slyly ironic theodolites wake furiously along the blithely even deposit
      2761 | Customer#000002761 | 28455.000000  | 3507.419922 | ALGERIA        | XI6oKu59czTaTA9                          | 10-759-369-1188 | es use carefully carefully bold realms. quickly regular
      1741 | Customer#000001741 | 28422.000000  | -0.280000   | SAUDI ARABIA   | W9G SogT0038gQBdoLtFsexbHqNl             | 30-605-828-6050 | sits wake carefully final Tiresias. carefully unusual requests sleep 
      2078 | Customer#000002078 | 28422.000000  | 7937.709961 | MOZAMBIQUE     | OmxAODhEq2Ktfd                           | 26-938-276-8499 | the carefully pending instructions. careful
     11531 | Customer#000011531 | 28367.000000  | 7613.629883 | CANADA         | LmJK mvnRL2DAiljaLm4e9u1OCt4j7sTUTw      | 13-474-858-7312 | the carefully bold sentiments wake requests. furiously express 
      4487 | Customer#000004487 | 28339.000000  | 8225.120117 | MOZAMBIQUE     | QKu9axluE,69yt Sa,L7aZV                  | 26-854-804-7603 |  the furiously silent ideas. pending, ironic packages above th
      8125 | Customer#000008125 | 28334.000000  | -800.690002 | ARGENTINA      | 1p9,y6q7WPE3jmgW                         | 11-197-480-4848 | usly regular dolphins haggle slyly. blithely final deposits sleep regular excuses. slyly pending deposits a
     10894 | Customer#000010894 | 28290.000000  | 4088.469971 | JAPAN          | fskoCEP1wzeYzZKn3vkmx                    | 22-782-415-1630 | xes boost fluffily final asymptotes. carefully even foxes alongside of
      8261 | Customer#000008261 | 28225.000000  | 9950.780273 | ARGENTINA      | hrN0zBejVzfwqfzR44U 06                   | 11-575-815-7695 | al multipliers are furiously slyly ex
      7376 | Customer#000007376 | 28130.000000  | 5748.540039 | ETHIOPIA       | 9zym47mTaWnZQiBilasu8AptQYZxD            | 15-149-875-1198 | ironic requests are after the even asymptotes. idly ironic realms use quickly above the bl
     11270 | Customer#000011270 | 28050.000000  | 9005.179688 | ARGENTINA      | AHACg34qscL2p0TSVwLJRqZk6B UjJ           | 11-257-148-5216 | ct blithely quickly bold theodoli
     10462 | Customer#000010462 | 27998.000000  | 3733.209961 | JAPAN          | qdh1fn2memkg4YgGjmDkfD6VKQmIy3hX3QfyM5uS | 22-915-250-4177 | jole slyly according to the pending accounts
      6139 | Customer#000006139 | 27808.000000  | 9119.980469 | PERU           | 3r3Uc,7NMqKxby7w641xEV3su                | 27-704-480-4139 | s cajole blithely regular packages. furiously ironic deposits are final, regular fo
     13412 | Customer#000013412 | 27654.000000  | 9504.280273 | KENYA          | Ex6dj6VFHlAzVS50f                        | 24-576-294-7287 | he ideas wake carefully across the s
      6184 | Customer#000006184 | 27629.000000  | -960.960022 | ROMANIA        | dkynJLYBPBCkx 1paCFtwxmixcoPoqaFVyGQ     | 29-373-987-6278 | hely blithely special deposits. furiously pending requests boost carefully instructions. excuses nag 
      1718 | Customer#000001718 | 27497.000000  | 8697.879883 | UNITED STATES  | z2SLViCW5QBh8FDiy3                       | 34-842-694-7686 | s sleep furiously about the carefully pending asymptotes.
      2476 | Customer#000002476 | 27404.000000  | 1428.880005 | UNITED KINGDOM | fkrMZlEsXA3hB6AmL3GCwKbC                 | 33-871-732-1709 | hins. furiously ironic requests cajole. ironic accounts detect 
      9863 | Customer#000009863 | 27256.000000  | -353.179993 | ALGERIA        | wd9LwqeS23                               | 10-933-133-4969 | around the even, unusual asymptotes. carefully bold multipliers across the carefully
      9157 | Customer#000009157 | 27229.000000  | -979.270020 | INDONESIA      | LubGneUPjcvxsCF2DsOsJphya3eQ7JSdU        | 19-940-158-5118 | uffily unusual deposits boost across th
      5200 | Customer#000005200 | 27105.000000  | 8566.910156 | VIETNAM        | X9VwIm258t kCyP8v64J59n3SIIgNjqBe3Plt7K  | 31-913-126-8146 | e carefully along the slyly regular pinto beans. express foxes along the furiously bold theodolites detect n
      5275 | Customer#000005275 | 26940.000000  | 138.320007  | BRAZIL         | 0T4quN,aRhN4N1EmS45jgmw0qPQMJVAs         | 12-103-262-2564 |  alongside of the carefully final deposits. pending packages boost carefully ironic deposits. theo
      4247 | Customer#000004247 | 26786.000000  | 6625.509766 | UNITED STATES  | 1vZVTOI0K7mQR aPRLWk2R6rq9Vly4ckjCmq     | 34-303-722-3212 | out the slyly regular packages cajole according to the regular warthogs. ironic deposits boost agains
      7090 | Customer#000007090 | 26740.000000  | 4211.660156 | UNITED KINGDOM | xhtNm sxAsjEiN1EUmZYyRTK                 | 33-311-999-3992 | ve to haggle evenly regular asymptotes. carefully regular accounts sleep slyly bold requests. ironic
     10918 | Customer#000010918 | 26667.000000  | 8874.650391 | KENYA          | RIIuf4puSasX5eJiQ,VRmS0h,VL5VcyBH,FlX    | 24-944-921-2065 | into beans. quickly even requests cajole. care
     11257 | Customer#000011257 | 26633.000000  | 6819.129883 | PERU           | AC4SZVvOtLvo,Zy4RORbuETDBYdfPVf0n8HpVY   | 27-836-822-7898 |  accounts cajole besides the furiously regular dependencies. f
     12188 | Customer#000012188 | 26622.000000  | 9856.440430 | SAUDI ARABIA   | AMe 3 KWzvpk6                            | 30-195-118-2702 | are blithely dependencies. ironic packages are. furiously regular excuses are. pending depos
      5986 | Customer#000005986 | 26528.000000  | 2022.479980 | UNITED KINGDOM | r8zT1JCPhE8KCh7d                         | 33-213-573-7258 | regular, regular dugouts haggl
     12263 | Customer#000012263 | 26492.000000  | 7381.000000 | ROMANIA        | vCq5rSJOgGG,j1bx8PE5qqBUCqLvm7D7vI       | 29-816-872-5694 | slyly. furiously regular deposits are alongsi
      5548 | Customer#000005548 | 26431.000000  | 8875.400391 | INDIA          | ZuesaVY vVLWV VQGuLQ,i5                  | 18-161-921-5278 | osits may affix slyly. furiously close ideas according to the ironic foxes boost s
     10630 | Customer#000010630 | 26133.000000  | 5837.830078 | ETHIOPIA       | jLWUgFE4WtHem24O9Er4TQ9kS1Lw dRGtkKHf ,  | 15-568-222-6835 | eans print carefully. furiously even platele
     14255 | Customer#000014255 | 25894.000000  | 9213.059570 | UNITED STATES  | NDz4JpVCFJokknWPtLoDgi vYkvNMHtiV17      | 34-662-573-9342 | areful dependencies. blithely regular sentiments breach after the slyly e
     13210 | Customer#000013210 | 25827.000000  | 399.600006  | SAUDI ARABIA   | qslRuRGlUeS9EIOk                         | 30-829-150-2405 | ng the doggedly special packages. blithely bold asymptotes haggle slyly along the foxes. slyly final
      5653 | Customer#000005653 | 25764.000000  | 9645.330078 | ARGENTINA      | 1AyfN6a 1fT5jZz                          | 11-190-644-8040 | furiously bold ideas. carefully even ideas sleep furiously.
      9098 | Customer#000009098 | 25680.000000  | 52.970001   | MOZAMBIQUE     | 1Q9ACe ZSdpJlfCsP8iIGZ1aRJRJd45HvbNpQ    | 26-224-858-5944 | ial packages cajole against the quickly silent sentiments. quickly final foxes thrash. fluf
      7261 | Customer#000007261 | 25668.000000  | 6081.819824 | UNITED KINGDOM | aTYXJ8CAtc9X30J VA                       | 33-526-324-8065 | ithely about the furiously even platelets. carefully regular
      9272 | Customer#000009272 | 25436.000000  | 565.869995  | UNITED STATES  | 5s9I,t H9Ew9mnMbhmUEnNR6jW               | 34-338-637-8209 | efully above the slyly ironic accounts. final ideas sleep slyly. slyly ironic pinto beans use carefully. carefu
      6439 | Customer#000006439 | 25386.000000  | 2048.439941 | JORDAN         | JoIRrAaO8XlKsPF35eCO8Vcy0o5L             | 23-346-902-8254 | cuses. final, special ideas boost furiously. furiously close dependencies above the daring deposits wake according 
      9997 | Customer#000009997 | 25144.000000  | 6963.370117 | MOROCCO        | HpU4d365Z0eUNGJI d2                      | 25-924-598-2767 | uriously express accounts! slyly regular packages should use against the fluff
      7039 | Customer#000007039 | 25106.000000  | 8770.519531 | ROMANIA        | 7GbsNtvAY6F3A0n                          | 29-570-367-9742 | e through the fluffily regular pinto beans. slyly
      6280 | Customer#000006280 | 24890.000000  | 407.630005  | ROMANIA        | eA0MCPdIfSK06GY JDS,GKrDGrr3e7ZqkB       | 29-971-689-4133 | cuses. ironic deposits wake above the permanently ironic deposits. final ideas are slyly ca
     12968 | Customer#000012968 | 24686.000000  | 3359.419922 | IRAN           | 4yzqfM 4E6cahLb8F8FLqW                   | 20-687-108-3319 | fully pending packages cajole according to the express deposits. blithely bold foxes
     13954 | Customer#000013954 | 24658.000000  | 4849.970215 | RUSSIA         | kIDAhGXfANox3,jlbLQjdtIZ83gejcM          | 32-914-782-3080 | ilent instructions cajole blithely slyly regular asymptotes. slyly pending ideas ac
      4906 | Customer#000004906 | 24511.000000  | 9054.759766 | ETHIOPIA       | JHJHzZEwrSd7IspRnYa1IxXV                 | 15-305-265-1905 | ves nag alongside of the furiously even theodolites. regular ideas mold alongside of the furiously 
      1709 | Customer#000001709 | 24497.000000  | 9588.879883 | IRAQ           | x0 eZbj1iyKLgjF8qImD                     | 21-877-394-8667 |  deposits. blithely regular frets
     14545 | Customer#000014545 | 24469.000000  | -155.380005 | VIETNAM        | n0EqR41r6eMnLwTdNJZx2OZKw7iakoSqoomQ8N   | 31-261-502-1006 | carefully quick dolphins. quickly pending r
     12898 | Customer#000012898 | 24446.000000  | 2783.139893 | MOZAMBIQUE     | 6Hauoh7Z8qpLyKEi4fg46lE 3Huwxcdbp        | 26-480-545-6444 | equests integrate about the quickly regular accounts? foxes nag abo
      5077 | Customer#000005077 | 24441.000000  | 6207.540039 | PERU           | p33JB5zHz6VXG78qI3CqRR5,6EB1ry0p7        | 27-852-721-5780 | sts haggle to the furiously regular ideas. quickly final requests 
      8648 | Customer#000008648 | 24194.000000  | 1863.560059 | UNITED KINGDOM | 0vSTnqzFNmkHR4jJoGRv6mCWfKrnpLEOOolhU    | 33-190-633-5678 |  stealthy accounts affix slyly across the blithely bold se
      2173 | Customer#000002173 | 24121.000000  | 7684.959961 | IRAN           | j7dEf5DONdLeujp cLC8lgMx,                | 20-146-331-2592 |  to the carefully express foxes cajole aroun
     14606 | Customer#000014606 | 24050.000000  | 6312.120117 | ETHIOPIA       | U38Heh5NTAOY3DyxsmE6tDo5llXz7UotQKLmF    | 15-843-937-4303 | equests impress furiously across the not
     12571 | Customer#000012571 | 24001.000000  | 816.070007  | ALGERIA        | 7d5xE9WPtJxkmQqSp TKtp2wLTJE             | 10-477-962-3089 | cial, even requests. final requests acco
        35 | Customer#000000035 | 23937.000000  | 1228.239990 | PERU           | TEjWGE4nBzJL2                            | 27-566-888-7431 | requests. special, express requests nag slyly furiousl
      6322 | Customer#000006322 | 23911.000000  | -95.540001  | INDONESIA      | NK2pKqhhwp LJnExfiTmLeCZm6bhLkXWRIfxBPQj | 19-998-647-9970 | counts wake quickly pending packages. silent instructions above the even, r
      7810 | Customer#000007810 | 23908.000000  | 656.239990  | MOZAMBIQUE     | dkQ37OE8B,gf                             | 26-698-594-5896 | y pinto beans nag blithely express, special 
     12937 | Customer#000012937 | 23842.000000  | 3779.770020 | CANADA         |  wPboYTfa8CDOiW8gI                       | 13-483-689-9249 | nal instructions. sly, regular theodolites haggle reque
      5125 | Customer#000005125 | 23830.000000  | 6109.060059 | UNITED KINGDOM | O 12mGOyGIDWJ16seFbMGX                   | 33-175-326-1392 | wake slyly at the furiously pending pinto beans. re
         4 | Customer#000000004 | 23774.000000  | 2866.830078 | EGYPT          | XxVSJsLAGtn                              | 14-128-190-5944 |  requests. final, regular ideas sleep final accou
      3947 | Customer#000003947 | 23769.000000  | 5554.819824 | ETHIOPIA       | BkhjA5dPEC                               | 15-347-467-5168 | lets haggle. pending pinto beans was furiously after the idle, special requests. final platele
      7342 | Customer#000007342 | 23767.000000  | 2851.110107 | VIETNAM        | O3Qy2I4Pr88gW70Qx5pxxBQV                 | 31-613-915-3888 | inal sauternes. slyly regular accounts wake. ironic soma
     14927 | Customer#000014927 | 23567.000000  | 4328.709961 | JORDAN         | o,r,RaAvfdFUiJvo2yARkptdVk7yy SsIHD      | 23-153-956-6413 | inal accounts. regular requests affix furiously above the pe
     11038 | Customer#000011038 | 23489.000000  | 2568.000000 | CANADA         | xgQnoPT2zqSikbEpSxZqi                    | 13-837-188-7326 |  foxes. carefully unusual courts use fluffily after the regular deposits. furiously even packages impress al
     13274 | Customer#000013274 | 23469.000000  | 8019.229980 | KENYA          | sgmMgb8Qbf sOHG                          | 24-729-435-2832 | pinto beans cajole accounts. final, pending platelets across the quickly bold deposits haggle carefully furiou
      5446 | Customer#000005446 | 23348.000000  | 885.969971  | INDIA          | NPuxl2sOAbpy2CPTWkbTNrQBB5Lfqw           | 18-891-291-1916 | he furiously regular ideas sleep final requests. foxes use about
     11126 | Customer#000011126 | 23208.000000  | 3551.770020 | UNITED KINGDOM | emNkhujAMEHYqWrPzXAhvdv24TcciEyn82DgIo   | 33-544-946-5819 | ven packages. fluffily ironic requests about the bold, express requests cajole 
      7550 | Customer#000007550 | 22944.000000  | 8137.680176 | INDIA          | gOAXd48PFyhmLup                          | 18-134-590-5670 | thely even packages. carefully bold foxes 
      4220 | Customer#000004220 | 22812.000000  | -412.049988 | ETHIOPIA       | LvfPs5JphrpkgUR uqHQwCdtyB4YyAAtZj       | 15-619-483-6403 |  cajole above the platelets. bold requests are above t
      4270 | Customer#000004270 | 22727.000000  | 8264.209961 | UNITED KINGDOM | C5KM4hbD4xWtAi6gSgIVV,sC4ereLkxtas4C79,, | 33-472-935-3447 | iously along the carefully even ideas. regular accounts a
      8674 | Customer#000008674 | 22664.000000  | 2787.580078 | FRANCE         | fvH4FSGWZRJyTG8zH                        | 16-387-912-7716 | ts wake blithely. blithely special dolp
     11795 | Customer#000011795 | 22632.000000  | 3647.790039 | FRANCE         | o9x2RUAyefGSauOwzxTSSnMOs1xIFvibTm9T     | 16-499-301-2296 | ounts. blithely bold packages sleep blithely furio
       650 | Customer#000000650 | 22463.000000  | 2086.909912 | ETHIOPIA       | 1hqwYdlDhaqnkRrovbulo0rrDhJZgUz          | 15-842-586-1263 | g to the final deposits. quickly regular requests dazzle along the slyly express courts.
      1547 | Customer#000001547 | 22455.000000  | 6387.310059 | EGYPT          | RgRcB,v0ZS                               | 14-683-809-4484 | ts after the accounts are above the fina
      1298 | Customer#000001298 | 22384.000000  | 3903.540039 | MOROCCO        | ujAPYPBrLW,oIxGpuWmxoTDscSXFOP Tjk       | 25-765-244-1549 | er furiously despite the ironic, even ideas. slyly silent ideas boost
      2267 | Customer#000002267 | 22379.000000  | 6891.660156 | VIETNAM        | A0bjQBu4LYz8ZCqFiQIRgYO5ZyInfD,aQrs8q    | 31-727-213-7772 | iously. furiously furious requests s
     14125 | Customer#000014125 | 22376.000000  | 575.299988  | ETHIOPIA       | LyI87BRZK0p                              | 15-760-311-4427 |  regular dolphins boost blithely along the deposits. pinto beans cajole furiously regular frays. carefully careful a
     12499 | Customer#000012499 | 22311.000000  | -104.589996 | MOZAMBIQUE     | 00Oxexq3odY                              | 26-607-342-9289 |  ironic requests. regular, ironic foxes sh
      6880 | Customer#000006880 | 22232.000000  | 225.449997  | UNITED STATES  | t3um3YPoJ17XQUXC8V3VBIFnoz1D             | 34-961-846-5811 | ts print. unusual, special deposits against the blithely regular accounts serve fluffily after the deposits. even
      5959 | Customer#000005959 | 22167.000000  | 2839.120117 | IRAN           | 2AA4raxsDhZE                             | 20-800-958-9884 | express foxes. blithely regular pinto beans boost. furiously even requests integrate furiously quick cour
      8524 | Customer#000008524 | 22157.000000  | 5375.270020 | IRAN           | Pcbu8uRdfHskoZfz                         | 20-619-602-9339 | quietly pending deposits sleep ruthlessly slyly final deposits.
     10297 | Customer#000010297 | 22133.000000  | 4616.850098 | CHINA          | BkL3Zc3L6czmhP0I,QTuwZFGx040zjP0pA       | 28-155-606-1588 | ly according to the bold excuses. furi
      6653 | Customer#000006653 | 22091.000000  | 8927.690430 | IRAN           | 4Q4ARPm8n2f                              | 20-532-650-2293 | riously final packages integrate. ironic, thin accounts cajole among the carefully pending
      6797 | Customer#000006797 | 22010.000000  | 6051.250000 | BRAZIL         | CbAgm9paksZYcQNM                         | 12-443-241-4031 | s ideas are carefully across the fur
     12431 | Customer#000012431 | 21784.000000  | 6670.939941 | BRAZIL         |  3UcFWNjrvQtuGXc,DdYjvC                  | 12-813-837-3306 |  the requests haggle slyly about the packages. slyly bold instructions haggle carefully. blithely ironic accounts ca
      1916 | Customer#000001916 | 21526.000000  | 1768.760010 | ETHIOPIA       | jFGCdeXJVKzv7YDL                         | 15-662-459-4512 | into beans. even deposits among the fluffily even platelets cajole ab
     13249 | Customer#000013249 | 21485.000000  | 6320.620117 | CANADA         | KKawTZcWA7LR6uTPCjqF6pUmyRUGUFDD         | 13-746-602-2025 | nts about the even packages use furiously pending asymptotes. b
      8830 | Customer#000008830 | 21472.000000  | -934.210022 | BRAZIL         | HOoDqRnFa PHqYGivGJ                      | 12-536-302-5225 | ding deposits-- somas believe enticingly. even accounts nag even packages. pending, even foxes boo
      1052 | Customer#000001052 | 21381.000000  | 2837.959961 | JORDAN         | OcXtKS,1Hvf2D0 rPvhw4qXViYOudQ3          | 23-496-475-9040 | s accounts haggle against the furiously final asymptotes. ironically regular accounts boost. furiously fina
      7049 | Customer#000007049 | 21370.000000  | 3253.570068 | INDIA          | zCkCfMMpnvCPoNV                          | 18-242-520-1973 | ntly even requests wake bold accounts. carefully expr
      3229 | Customer#000003229 | 21334.000000  | 3404.989990 | UNITED KINGDOM | CUVe,UGHdCUi                             | 33-192-110-1175 | boost. carefully regular reques
       916 | Customer#000000916 | 21143.000000  | 130.589996  | UNITED KINGDOM | 9Zo7nkmzJla4Q4PE5mbw                     | 33-511-587-8754 | sual ideas cajole carefully ironic excuses. final platelets use slyly. quickly special instructions nag. bold escapa
      6868 | Customer#000006868 | 21122.000000  | 7639.959961 | UNITED KINGDOM | R13,6EjlPmdsl                            | 33-647-349-2675 | al packages. ideas boost slyly above the final requests. regular deposits haggle fur
      2168 | Customer#000002168 | 21108.000000  | 9688.589844 | JORDAN         | MASWHL,t3uCgf                            | 23-448-109-8154 |  regular foxes. permanent foxes nag blithely re
     10819 | Customer#000010819 | 21007.000000  | 8155.819824 | BRAZIL         | DcEi,WqN0UDIWTYLr89NxVH5                 | 12-532-551-4448 | quickly among the bold packages. furiously regular multipliers nag. even dependencies are alongside of the slyly 
     11909 | Customer#000011909 | 20932.000000  | 1330.800049 | ETHIOPIA       | zSgBcArCnkKPSO5hGS8U,G0l8cWsC5fhSsWxIc   | 15-459-660-1876 | y even sauternes wake quickly across the unusual accounts. fluffily regular ac
     11189 | Customer#000011189 | 20770.000000  | 4965.470215 | MOZAMBIQUE     | UJzwb3fI7jM                              | 26-224-520-4696 | he furiously even grouches. furiously special instructions sleep silently ironic accou
      1195 | Customer#000001195 | 20711.000000  | 9621.490234 | EGYPT          | 71mmXvaWKf                               | 14-355-801-7486 | l, regular gifts should have to x-ray blithely fluffily ironic
      8762 | Customer#000008762 | 20580.000000  | 5975.120117 | BRAZIL         | MmquEFKfrMptE3Fez Xz,SrySKH86P           | 12-626-642-3094 | sts. blithely pending deposits haggle furiously fluffily unusual account
      3787 | Customer#000003787 | 20442.000000  | 3250.120117 | RUSSIA         | FSBrrAGwXJhrhFk9Mb6                      | 32-673-730-9977 | print deposits. blithely pend
      6388 | Customer#000006388 | 20409.000000  | 9925.280273 | KENYA          | p8xZE4LxJw,BhxqdqhnokSPs7TIAZyieKyyzse   | 24-525-264-8052 |  according to the regular requests cajole carefully above the even depend
       541 | Customer#000000541 | 20217.000000  | 1295.540039 | ALGERIA        | ,Cris88wkHw4Q0XlCLLYVOAJfkxw             | 10-362-308-9442 | according to the final platelets. final, busy requests wake blithely across th
      8182 | Customer#000008182 | 20161.000000  | 724.950012  | UNITED KINGDOM | 8ekJyPq80MWJTyp4UDworTviz ,              | 33-378-409-6267 | tes may nag. blithely special foxes after the slyly even packages cajole across the carefully regula
      4396 | Customer#000004396 | 20160.000000  | 3572.010010 | IRAN           | XbG0Gdb9dZXWq ILzMtSL0z                  | 20-211-230-7450 | ly. busily ruthless foxes around the pending accounts 
     14923 | Customer#000014923 | 20133.000000  | 4457.089844 | BRAZIL         | 0bqLgN8WDorJW1zJQoGgYx18                 | 12-411-681-6937 | te quickly regular requests. quickl
      2503 | Customer#000002503 | 20056.000000  | 3165.590088 | KENYA          | h0km52TfvBUw22                           | 24-273-904-5521 | s against the slyly express r
      8191 | Customer#000008191 | 19997.000000  | -152.320007 | BRAZIL         |  dbm7qMiqge1GSDNga2PDuVkzgsY89dY3,frZ    | 12-372-859-4863 |  slyly bold foxes sleep carefully across the furiously i
      3212 | Customer#000003212 | 19893.000000  | 4008.489990 | JORDAN         | XIZQ26FfEI                               | 23-567-728-6591 | pliers. regular pinto beans cajole. pac
      5404 | Customer#000005404 | 19747.000000  | 8334.099609 | UNITED KINGDOM | 9GC94paJhVwvF                            | 33-800-247-7121 |  accounts. blithely special requests haggle blithely carefully regula
       136 | Customer#000000136 | 19713.000000  | -842.390015 | GERMANY        | QoLsJ0v5C1IQbh,DS1                       | 17-501-210-4726 | ackages sleep ironic, final courts. even requests above the blithely bold requests g
     10141 | Customer#000010141 | 19614.000000  | 2368.709961 | IRAQ           | b3be0SVGS9                               | 21-109-371-7522 | yly furiously unusual foxes. unusual, quick deposits cajole carefully accordin
      1360 | Customer#000001360 | 19303.000000  | 1422.569946 | ROMANIA        | xeaT6W6D569UKCKU86iK9b6aUanlra           | 29-574-552-4018 | nt packages affix quickly furiously regular foxes; quickly 
     12566 | Customer#000012566 | 19280.000000  | 1861.420044 | EGYPT          | VGGh3MflCo4XtX05Y5q7YSDhlepV4bYZN2SONM   | 14-452-898-7386 | uests are quickly about the blithe deposits. blithely even accounts wake alongside of the pending, reg
      8950 | Customer#000008950 | 19230.000000  | 1105.560059 | INDIA          | yMLkA0xukKvxEpFi l                       | 18-371-179-4162 | dolites haggle slyly. final excuses are slyly. bold reque
      6145 | Customer#000006145 | 19171.000000  | 3423.050049 | VIETNAM        | CybtvIEF1DXOFCddFGr                      | 31-879-282-9414 | sits are slyly even requests. regular packages across t
      6052 | Customer#000006052 | 18974.000000  | -624.489990 | VIETNAM        | 5R8 L5TJey,G7Ta7YGFnezUXaI4eIZu          | 31-792-184-4320 | gular, final dolphins. sauternes against the slyly final dependencies cajol
      4435 | Customer#000004435 | 18896.000000  | 3151.449951 | PERU           | Jn4mRWpJltRdodPJ7riAfa7g9QTe8B           | 27-270-494-1046 | uriously final pearls according to the ironic ideas cajole slyly pendin
      8092 | Customer#000008092 | 18817.000000  | 6528.080078 | IRAN           | IAZKvhautLcjnrba5H3,S,W                  | 20-764-894-1875 | ual platelets use furiously above the packages. blit
        28 | Customer#000000028 | 18686.000000  | 1007.179993 | INDIA          | iVyg0daQ,Tha8x2WPWA9m2529m               | 18-774-241-1462 |  along the regular deposits. furiously final pac
